song,artist,this_week,last_week,peak_position,weeks_on_chart,mbid,danceability,genre,gender,mood,instrumental,bpm,key,loudness,mood_happy
Nightmare,Halsey,50,44.0,15,6,7ea8826d-436c-420f-943d-ceb3d0c20892,danceable,pop,female,not_aggressive,voice,146.074478149,A,0.714864552021,not_happy
Ran$om,Lil Tecca,51,52.0,51,4,6a4be581-37be-45d9-9b14-522b7f0dd183,danceable,pop,female,not_aggressive,voice,89.8520202637,A#,0.839504361153,not_happy
Look What God Gave Her,Thomas Rhett,54,37.0,32,17,f07c7c8e-3f9b-4e11-b2cf-b9e59e211746,danceable,pop,male,not_aggressive,voice,112.852073669,D,0.949565172195,not_happy
Clout,Offset Featuring Cardi B,56,58.0,39,12,c3e5ade3-fbdf-496c-b317-f2e841f0e871,not_danceable,pop,female,not_aggressive,instrumental,82.9809570312,G#,0.884508013725,not_happy
Walk Me Home,P!nk,62,55.0,49,17,0fce262b-e642-4444-b709-cde62dc680b3,not_danceable,pop,male,not_aggressive,voice,178.205947876,D,0.894077718258,happy
Easier,5 Seconds Of Summer,64,62.0,48,5,25597f61-a704-4c93-84b7-067812cbc6a1,danceable,rhy,female,not_aggressive,instrumental,87.826210022,F,0.857754409313,not_happy
All To Myself,Dan + Shay,67,66.0,66,8,e8d126c1-d46c-438c-be92-ed3406e91d24,danceable,pop,male,not_aggressive,voice,95.0159454346,C#,0.880275249481,not_happy
Callaita,Bad Bunny & Tainy,68,68.0,68,3,3f288b3a-3270-4984-9638-201c4d6754d3,danceable,rhy,male,not_aggressive,voice,87.7952270508,D,0.871781170368,not_happy
Rearview Town,Jason Aldean,71,69.0,68,5,c674c4a2-aab4-401b-b763-225b55485908,danceable,roc,male,not_aggressive,instrumental,142.08555603,F#,0.928611218929,not_happy
Talk You Out Of It,Florida Georgia Line,76,73.0,73,19,0051dafd-d42c-4809-9769-e65470ab3690,danceable,pop,male,not_aggressive,voice,119.985923767,E,0.892646491528,happy
Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",78,87.0,78,5,17647ef4-1e00-4920-9276-d2f1dce9e4f6,danceable,hip,female,not_aggressive,voice,135.989089966,A#,0.945215702057,happy
Before I Let Go,Beyonce,79,72.0,65,10,cb6e819a-ce5c-4f70-b32b-f60ed4401604,danceable,pop,female,not_aggressive,instrumental,102.958877563,A#,0.937182247639,not_happy
Raised On Country,Chris Young,81,83.0,81,4,f302bbab-713d-4a98-81a5-c98ac879789d,danceable,roc,male,not_aggressive,voice,147.926177979,D,0.916578888893,happy
Wake Up,Travis Scott,82,89.0,30,4,7a68ab7b-a148-4917-882d-dea45d3de0a4,danceable,rhy,female,not_aggressive,voice,148.931900024,B,0.674654066563,not_happy
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",83,81.0,81,3,6b048c69-73cf-4229-9006-0112dbea4adf,danceable,rhy,female,not_aggressive,instrumental,87.9576950073,F,0.948481440544,not_happy
Sanguine Paradise,Lil Uzi Vert,89,78.0,28,11,dc31586e-3785-42f3-8a0e-5a885fe6b6a5,danceable,rhy,female,not_aggressive,voice,134.883071899,A,0.833666324615,not_happy
Love Ain't,Eli Young Band,90,85.0,50,11,00b87afb-f39f-430a-b22e-85a261468e21,danceable,roc,male,not_aggressive,voice,98.0459060669,E,0.898925483227,happy
The Ones That Didn't Make It Back Home,Justin Moore,93,100.0,93,2,2038d56a-d59b-41fb-8912-c98be8249afc,danceable,roc,male,not_aggressive,voice,138.038726807,D#,0.931264281273,not_happy
Big Ole Freak,Megan Thee Stallion,94,93.0,65,12,8b67f6cc-d637-4ba5-9160-fcc0997981eb,danceable,hip,female,not_aggressive,voice,142.977676392,A#,0.857419073582,not_happy
Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,97,96.0,69,9,f16be69a-9a11-4b69-ad39-11a5c369c1e9,danceable,rhy,female,not_aggressive,instrumental,100.013969421,A,0.927577674389,not_happy
Omerta,Drake,99,35.0,35,2,59d0cfbe-276d-4bef-beb1-098253bca51f,danceable,hip,male,not_aggressive,voice,81.952255249,A,0.964459180832,happy
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1.0,1,18,1f3d90c6-b7d0-4a59-9898-4ca4645308ae,not_danceable,roc,female,aggressive,voice,89.4994506836,E,0.961428880692,happy
Senorita,Shawn Mendes & Camila Cabello,5,2.0,2,2,2388d3c6-50f0-4cd5-a20a-8b68ac9a2621,danceable,dan,male,not_aggressive,instrumental,129.943710327,A,0.859284818172,not_happy
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,8,12.0,1,37,b6df9d04-2303-4ec7-a416-367b06a026cb,danceable,pop,female,not_aggressive,voice,89.8964920044,D,0.897321462631,happy
Money In The Grave,Drake Featuring Rick Ross,11,8.0,7,3,63b31e5c-df3f-4900-9d86-ebf31f753102,danceable,rhy,female,not_aggressive,voice,100.305137634,A#,0.882453560829,not_happy
If I Can't Have You,Shawn Mendes,14,14.0,2,9,6dd2d92e-90f0-4f23-aab6-87316a653b4f,danceable,rhy,male,not_aggressive,instrumental,120.9034729,A,0.940785050392,not_happy
God's Country,Blake Shelton,17,18.0,17,14,e0287d0e-9d09-4ced-9434-fb9c27d7d17d,danceable,pop,male,aggressive,instrumental,139.890838623,F,0.922444462776,not_happy
"Hey Look Ma, I Made It",Panic! At The Disco,18,24.0,18,12,057c8042-8030-4070-b01b-b11b00817a0d,not_danceable,pop,male,not_aggressive,voice,108.025169373,A#,0.916709542274,not_happy
Without Me,Halsey,19,17.0,1,39,888bb953-61ed-45e8-9c4f-33c3346dc16f,danceable,rhy,female,not_aggressive,voice,135.955062866,F#,0.790792047977,not_happy
Pop Out,Polo G Featuring Lil Tjay,20,19.0,11,15,a37c9b63-906b-447d-bb66-c42ac45e1489,danceable,hip,female,not_aggressive,voice,83.9210205078,A#,0.922618806362,happy
Sweet But Psycho,Ava Max,21,21.0,10,29,f9b48b9e-fee4-4bff-8b50-646aca297b80,danceable,pop,female,not_aggressive,voice,132.953552246,C#,0.880677103996,happy
Panini,Lil Nas X,22,16.0,16,2,fa60c2aa-288c-4f23-846d-05ef9b4d22b7,danceable,dan,female,not_aggressive,instrumental,153.541397095,F,0.783972978592,not_happy
Happier,Marshmello & Bastille,25,25.0,2,46,ff183df7-8234-4cae-93bd-ee4a0d0bd709,not_danceable,cla,female,not_aggressive,instrumental,99.5504302979,G,0.633028209209,not_happy
Whiskey Glasses,Morgan Wallen,27,28.0,17,18,fac61a09-4c85-4583-8786-ad7c41b00c48,danceable,roc,male,not_aggressive,voice,150.107376099,F#,0.960179388523,happy
Pure Water,Mustard & Migos,29,38.0,23,23,775b2382-638a-4bf8-bc72-1e838cd16fd5,danceable,rhy,female,not_aggressive,voice,101.001426697,F,0.91426050663,not_happy
Act Up,City Girls,30,34.0,26,18,d6ebc3b9-7ad9-400f-8d46-ff7c1e76e2dd,danceable,hip,female,not_aggressive,instrumental,96.9854125977,C,0.773581385612,not_happy
The London,"Young Thug, J. Cole & Travis Scott",31,30.0,12,6,94853b83-5992-4744-a87b-d949b31cf775,danceable,rhy,male,not_aggressive,voice,97.9715652466,F,0.86017781496,not_happy
Rumor,Lee Brice,32,26.0,25,17,8d9c5da7-09a9-4b76-b6d9-23b314399416,not_danceable,rhy,female,not_aggressive,voice,140.90145874,A,0.71574473381,not_happy
High Hopes,Panic! At The Disco,33,32.0,4,48,c1296fc9-08d8-4c4b-af8b-d92da5397850,danceable,pop,male,aggressive,voice,163.938995361,A#,0.913865327835,happy
Speechless,Dan + Shay,34,44.0,24,28,7230a157-87d2-4242-868a-9b1d3253e392,danceable,pop,male,not_aggressive,voice,135.915725708,F#,0.673207223415,not_happy
Ran$om,Lil Tecca,35,51.0,35,5,6a4be581-37be-45d9-9b14-522b7f0dd183,danceable,pop,female,not_aggressive,voice,89.8520202637,A#,0.839504361153,not_happy
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,37,39.0,34,6,8380f596-7433-4aae-86e1-d3a108c85b74,danceable,roc,female,aggressive,voice,172.265365601,A,0.975528240204,not_happy
ME!,Taylor Swift Featuring Brendon Urie,39,31.0,2,11,26359b00-81fa-4f04-bcb5-d1f3955e72e7,danceable,pop,male,not_aggressive,voice,90.9808654785,F,0.97845607996,happy
Press,Cardi B,42,43.0,16,5,0b0b41ea-51de-4bb8-86c9-7039aff48faf,danceable,rhy,female,not_aggressive,voice,133.697784424,A#,0.29250857234,not_happy
Middle Child,J. Cole,43,36.0,4,24,3f6861eb-7173-43e3-bd3b-242ab94fcde2,danceable,rhy,female,not_aggressive,voice,123.900672913,A#,0.790315449238,not_happy
Shotta Flow,NLE Choppa,45,48.0,45,11,286c68bb-66a8-4b8b-b850-1a3c72762af7,danceable,hip,female,not_aggressive,voice,120.111732483,A#,0.770028114319,not_happy
Look Back At It,A Boogie Wit da Hoodie,48,47.0,27,30,c8374c1a-8c6f-4f45-9b4e-59187679b983,danceable,rhy,female,not_aggressive,voice,95.6127243042,D#,0.865969896317,not_happy
Look What God Gave Her,Thomas Rhett,51,54.0,32,18,f07c7c8e-3f9b-4e11-b2cf-b9e59e211746,danceable,pop,male,not_aggressive,voice,112.852073669,D,0.949565172195,not_happy
EARFQUAKE,"Tyler, The Creator",52,46.0,13,7,b9648e9e-e8b9-4db1-943e-eb1f6db72257,danceable,rhy,female,not_aggressive,voice,155.741531372,D,0.721960663795,not_happy
Nightmare,Halsey,54,50.0,15,7,7ea8826d-436c-420f-943d-ceb3d0c20892,danceable,pop,female,not_aggressive,voice,146.074478149,A,0.714864552021,not_happy
Clout,Offset Featuring Cardi B,56,56.0,39,13,c3e5ade3-fbdf-496c-b317-f2e841f0e871,not_danceable,pop,female,not_aggressive,instrumental,82.9809570312,G#,0.884508013725,not_happy
All To Myself,Dan + Shay,59,67.0,59,9,e8d126c1-d46c-438c-be92-ed3406e91d24,danceable,pop,male,not_aggressive,voice,95.0159454346,C#,0.880275249481,not_happy
Walk Me Home,P!nk,64,62.0,49,18,0fce262b-e642-4444-b709-cde62dc680b3,not_danceable,pop,male,not_aggressive,voice,178.205947876,D,0.894077718258,happy
Que Pretendes,J Balvin & Bad Bunny,65,,65,1,9fec67fc-8480-4df6-9f04-6f00c569ebfa,danceable,rhy,male,not_aggressive,instrumental,93.97290802,A#,0.960824012756,not_happy
Easier,5 Seconds Of Summer,66,64.0,48,6,25597f61-a704-4c93-84b7-067812cbc6a1,danceable,rhy,female,not_aggressive,instrumental,87.826210022,F,0.857754409313,not_happy
Rearview Town,Jason Aldean,68,71.0,68,6,c674c4a2-aab4-401b-b763-225b55485908,danceable,roc,male,not_aggressive,instrumental,142.08555603,F#,0.928611218929,not_happy
Callaita,Bad Bunny & Tainy,69,68.0,68,4,3f288b3a-3270-4984-9638-201c4d6754d3,danceable,rhy,male,not_aggressive,voice,87.7952270508,D,0.871781170368,not_happy
Talk You Out Of It,Florida Georgia Line,75,76.0,73,20,0051dafd-d42c-4809-9769-e65470ab3690,danceable,pop,male,not_aggressive,voice,119.985923767,E,0.892646491528,happy
When I Grow Up,NF,78,,78,1,730796cd-54de-4034-b343-e2b139970c78,danceable,pop,female,not_aggressive,voice,109.947212219,A#,0.704882442951,not_happy
Raised On Country,Chris Young,79,81.0,79,5,f302bbab-713d-4a98-81a5-c98ac879789d,danceable,roc,male,not_aggressive,voice,147.926177979,D,0.916578888893,happy
Before I Let Go,Beyonce,80,79.0,65,11,cb6e819a-ce5c-4f70-b32b-f60ed4401604,danceable,pop,female,not_aggressive,instrumental,102.958877563,A#,0.937182247639,not_happy
My Type,Saweetie,81,,81,1,243f2558-8612-44b0-bf38-287acf7e44d7,danceable,hip,female,not_aggressive,voice,104.986694336,C,0.954523861408,happy
Love Ain't,Eli Young Band,91,90.0,50,12,00b87afb-f39f-430a-b22e-85a261468e21,danceable,roc,male,not_aggressive,voice,98.0459060669,E,0.898925483227,happy
MEGATRON,Nicki Minaj,92,20.0,20,2,1327b608-c616-409e-bec0-0f11a78a662f,danceable,rhy,female,not_aggressive,voice,93.960395813,C,0.900866448879,happy
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",93,83.0,81,4,6b048c69-73cf-4229-9006-0112dbea4adf,danceable,rhy,female,not_aggressive,instrumental,87.9576950073,F,0.948481440544,not_happy
Wake Up,Travis Scott,94,82.0,30,5,7a68ab7b-a148-4917-882d-dea45d3de0a4,danceable,rhy,female,not_aggressive,voice,148.931900024,B,0.674654066563,not_happy
The Ones That Didn't Make It Back Home,Justin Moore,95,93.0,93,3,2038d56a-d59b-41fb-8912-c98be8249afc,danceable,roc,male,not_aggressive,voice,138.038726807,D#,0.931264281273,not_happy
Sanguine Paradise,Lil Uzi Vert,96,89.0,28,12,dc31586e-3785-42f3-8a0e-5a885fe6b6a5,danceable,rhy,female,not_aggressive,voice,134.883071899,A,0.833666324615,not_happy
Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",98,78.0,78,6,17647ef4-1e00-4920-9276-d2f1dce9e4f6,danceable,hip,female,not_aggressive,voice,135.989089966,A#,0.945215702057,happy
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1.0,1,19,1f3d90c6-b7d0-4a59-9898-4ca4645308ae,not_danceable,roc,female,aggressive,voice,89.4994506836,E,0.961428880692,happy
Senorita,Shawn Mendes & Camila Cabello,5,5.0,2,3,2388d3c6-50f0-4cd5-a20a-8b68ac9a2621,danceable,dan,male,not_aggressive,instrumental,129.943710327,A,0.859284818172,not_happy
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,9,8.0,1,38,b6df9d04-2303-4ec7-a416-367b06a026cb,danceable,pop,female,not_aggressive,voice,89.8964920044,D,0.897321462631,happy
Money In The Grave,Drake Featuring Rick Ross,11,11.0,7,4,63b31e5c-df3f-4900-9d86-ebf31f753102,danceable,rhy,female,not_aggressive,voice,100.305137634,A#,0.882453560829,not_happy
If I Can't Have You,Shawn Mendes,14,14.0,2,10,6dd2d92e-90f0-4f23-aab6-87316a653b4f,danceable,rhy,male,not_aggressive,instrumental,120.9034729,A,0.940785050392,not_happy
God's Country,Blake Shelton,17,17.0,17,15,e0287d0e-9d09-4ced-9434-fb9c27d7d17d,danceable,pop,male,aggressive,instrumental,139.890838623,F,0.922444462776,not_happy
"Hey Look Ma, I Made It",Panic! At The Disco,18,18.0,18,13,057c8042-8030-4070-b01b-b11b00817a0d,not_danceable,pop,male,not_aggressive,voice,108.025169373,A#,0.916709542274,not_happy
Without Me,Halsey,20,19.0,1,40,888bb953-61ed-45e8-9c4f-33c3346dc16f,danceable,rhy,female,not_aggressive,voice,135.955062866,F#,0.790792047977,not_happy
Pop Out,Polo G Featuring Lil Tjay,21,20.0,11,16,a37c9b63-906b-447d-bb66-c42ac45e1489,danceable,hip,female,not_aggressive,voice,83.9210205078,A#,0.922618806362,happy
Happier,Marshmello & Bastille,22,25.0,2,47,ff183df7-8234-4cae-93bd-ee4a0d0bd709,not_danceable,cla,female,not_aggressive,instrumental,99.5504302979,G,0.633028209209,not_happy
Sweet But Psycho,Ava Max,25,21.0,10,30,f9b48b9e-fee4-4bff-8b50-646aca297b80,danceable,pop,female,not_aggressive,voice,132.953552246,C#,0.880677103996,happy
Ran$om,Lil Tecca,26,35.0,26,6,6a4be581-37be-45d9-9b14-522b7f0dd183,danceable,pop,female,not_aggressive,voice,89.8520202637,A#,0.839504361153,not_happy
Panini,Lil Nas X,27,22.0,16,3,fa60c2aa-288c-4f23-846d-05ef9b4d22b7,danceable,dan,female,not_aggressive,instrumental,153.541397095,F,0.783972978592,not_happy
Whiskey Glasses,Morgan Wallen,28,27.0,17,19,fac61a09-4c85-4583-8786-ad7c41b00c48,danceable,roc,male,not_aggressive,voice,150.107376099,F#,0.960179388523,happy
The London,"Young Thug, J. Cole & Travis Scott",29,31.0,12,7,94853b83-5992-4744-a87b-d949b31cf775,danceable,rhy,male,not_aggressive,voice,97.9715652466,F,0.86017781496,not_happy
Act Up,City Girls,30,30.0,26,19,d6ebc3b9-7ad9-400f-8d46-ff7c1e76e2dd,danceable,hip,female,not_aggressive,instrumental,96.9854125977,C,0.773581385612,not_happy
Middle Child,J. Cole,32,43.0,4,25,3f6861eb-7173-43e3-bd3b-242ab94fcde2,danceable,rhy,female,not_aggressive,voice,123.900672913,A#,0.790315449238,not_happy
High Hopes,Panic! At The Disco,33,33.0,4,49,c1296fc9-08d8-4c4b-af8b-d92da5397850,danceable,pop,male,aggressive,voice,163.938995361,A#,0.913865327835,happy
Speechless,Dan + Shay,34,34.0,24,29,7230a157-87d2-4242-868a-9b1d3253e392,danceable,pop,male,not_aggressive,voice,135.915725708,F#,0.673207223415,not_happy
Rumor,Lee Brice,35,32.0,25,18,8d9c5da7-09a9-4b76-b6d9-23b314399416,not_danceable,rhy,female,not_aggressive,voice,140.90145874,A,0.71574473381,not_happy
Shotta Flow,NLE Choppa,38,45.0,38,12,286c68bb-66a8-4b8b-b850-1a3c72762af7,danceable,hip,female,not_aggressive,voice,120.111732483,A#,0.770028114319,not_happy
Pure Water,Mustard & Migos,39,29.0,23,24,775b2382-638a-4bf8-bc72-1e838cd16fd5,danceable,rhy,female,not_aggressive,voice,101.001426697,F,0.91426050663,not_happy
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,41,37.0,34,7,8380f596-7433-4aae-86e1-d3a108c85b74,danceable,roc,female,aggressive,voice,172.265365601,A,0.975528240204,not_happy
Look Back At It,A Boogie Wit da Hoodie,46,48.0,27,31,c8374c1a-8c6f-4f45-9b4e-59187679b983,danceable,rhy,female,not_aggressive,voice,95.6127243042,D#,0.865969896317,not_happy
ME!,Taylor Swift Featuring Brendon Urie,52,39.0,2,12,26359b00-81fa-4f04-bcb5-d1f3955e72e7,danceable,pop,male,not_aggressive,voice,90.9808654785,F,0.97845607996,happy
Nightmare,Halsey,54,54.0,15,8,7ea8826d-436c-420f-943d-ceb3d0c20892,danceable,pop,female,not_aggressive,voice,146.074478149,A,0.714864552021,not_happy
EARFQUAKE,"Tyler, The Creator",55,52.0,13,8,b9648e9e-e8b9-4db1-943e-eb1f6db72257,danceable,rhy,female,not_aggressive,voice,155.741531372,D,0.721960663795,not_happy
All To Myself,Dan + Shay,57,59.0,57,10,e8d126c1-d46c-438c-be92-ed3406e91d24,danceable,pop,male,not_aggressive,voice,95.0159454346,C#,0.880275249481,not_happy
Press,Cardi B,58,42.0,16,6,0b0b41ea-51de-4bb8-86c9-7039aff48faf,danceable,rhy,female,not_aggressive,voice,133.697784424,A#,0.29250857234,not_happy
Clout,Offset Featuring Cardi B,62,56.0,39,14,c3e5ade3-fbdf-496c-b317-f2e841f0e871,not_danceable,pop,female,not_aggressive,instrumental,82.9809570312,G#,0.884508013725,not_happy
Look What God Gave Her,Thomas Rhett,65,51.0,32,19,f07c7c8e-3f9b-4e11-b2cf-b9e59e211746,danceable,pop,male,not_aggressive,voice,112.852073669,D,0.949565172195,not_happy
Easier,5 Seconds Of Summer,66,66.0,48,7,25597f61-a704-4c93-84b7-067812cbc6a1,danceable,rhy,female,not_aggressive,instrumental,87.826210022,F,0.857754409313,not_happy
My Type,Saweetie,67,81.0,67,2,243f2558-8612-44b0-bf38-287acf7e44d7,danceable,hip,female,not_aggressive,voice,104.986694336,C,0.954523861408,happy
Rearview Town,Jason Aldean,69,68.0,68,7,c674c4a2-aab4-401b-b763-225b55485908,danceable,roc,male,not_aggressive,instrumental,142.08555603,F#,0.928611218929,not_happy
Walk Me Home,P!nk,70,64.0,49,19,0fce262b-e642-4444-b709-cde62dc680b3,not_danceable,pop,male,not_aggressive,voice,178.205947876,D,0.894077718258,happy
Callaita,Bad Bunny & Tainy,73,69.0,68,5,3f288b3a-3270-4984-9638-201c4d6754d3,danceable,rhy,male,not_aggressive,voice,87.7952270508,D,0.871781170368,not_happy
Talk You Out Of It,Florida Georgia Line,77,75.0,73,21,0051dafd-d42c-4809-9769-e65470ab3690,danceable,pop,male,not_aggressive,voice,119.985923767,E,0.892646491528,happy
Raised On Country,Chris Young,80,79.0,79,6,f302bbab-713d-4a98-81a5-c98ac879789d,danceable,roc,male,not_aggressive,voice,147.926177979,D,0.916578888893,happy
The Ones That Didn't Make It Back Home,Justin Moore,84,95.0,84,4,2038d56a-d59b-41fb-8912-c98be8249afc,danceable,roc,male,not_aggressive,voice,138.038726807,D#,0.931264281273,not_happy
Before I Let Go,Beyonce,87,80.0,65,12,cb6e819a-ce5c-4f70-b32b-f60ed4401604,danceable,pop,female,not_aggressive,instrumental,102.958877563,A#,0.937182247639,not_happy
Love Ain't,Eli Young Band,88,91.0,50,13,00b87afb-f39f-430a-b22e-85a261468e21,danceable,roc,male,not_aggressive,voice,98.0459060669,E,0.898925483227,happy
Sanguine Paradise,Lil Uzi Vert,89,96.0,28,13,dc31586e-3785-42f3-8a0e-5a885fe6b6a5,danceable,rhy,female,not_aggressive,voice,134.883071899,A,0.833666324615,not_happy
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",91,93.0,81,5,6b048c69-73cf-4229-9006-0112dbea4adf,danceable,rhy,female,not_aggressive,instrumental,87.9576950073,F,0.948481440544,not_happy
Wake Up,Travis Scott,93,94.0,30,6,7a68ab7b-a148-4917-882d-dea45d3de0a4,danceable,rhy,female,not_aggressive,voice,148.931900024,B,0.674654066563,not_happy
Que Pretendes,J Balvin & Bad Bunny,94,65.0,65,2,9fec67fc-8480-4df6-9f04-6f00c569ebfa,danceable,rhy,male,not_aggressive,instrumental,93.97290802,A#,0.960824012756,not_happy
MEGATRON,Nicki Minaj,97,92.0,20,3,1327b608-c616-409e-bec0-0f11a78a662f,danceable,rhy,female,not_aggressive,voice,93.960395813,C,0.900866448879,happy
I Don't Know About You,Chris Lane,98,,98,1,8bc989a4-3153-46ad-bc6f-03d9558a5a7b,danceable,pop,female,not_aggressive,voice,143.862808228,C#,0.86237424612,happy
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1.0,1,20,1f3d90c6-b7d0-4a59-9898-4ca4645308ae,not_danceable,roc,female,aggressive,voice,89.4994506836,E,0.961428880692,happy
Senorita,Shawn Mendes & Camila Cabello,4,5.0,2,4,2388d3c6-50f0-4cd5-a20a-8b68ac9a2621,danceable,dan,male,not_aggressive,instrumental,129.943710327,A,0.859284818172,not_happy
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,9,9.0,1,39,b6df9d04-2303-4ec7-a416-367b06a026cb,danceable,pop,female,not_aggressive,voice,89.8964920044,D,0.897321462631,happy
Money In The Grave,Drake Featuring Rick Ross,12,11.0,7,5,63b31e5c-df3f-4900-9d86-ebf31f753102,danceable,rhy,female,not_aggressive,voice,100.305137634,A#,0.882453560829,not_happy
If I Can't Have You,Shawn Mendes,13,14.0,2,11,6dd2d92e-90f0-4f23-aab6-87316a653b4f,danceable,rhy,male,not_aggressive,instrumental,120.9034729,A,0.940785050392,not_happy
"Hey Look Ma, I Made It",Panic! At The Disco,16,18.0,16,14,057c8042-8030-4070-b01b-b11b00817a0d,not_danceable,pop,male,not_aggressive,voice,108.025169373,A#,0.916709542274,not_happy
God's Country,Blake Shelton,20,17.0,17,16,e0287d0e-9d09-4ced-9434-fb9c27d7d17d,danceable,pop,male,aggressive,instrumental,139.890838623,F,0.922444462776,not_happy
Without Me,Halsey,21,20.0,1,41,888bb953-61ed-45e8-9c4f-33c3346dc16f,danceable,rhy,female,not_aggressive,voice,135.955062866,F#,0.790792047977,not_happy
Pop Out,Polo G Featuring Lil Tjay,22,21.0,11,17,a37c9b63-906b-447d-bb66-c42ac45e1489,danceable,hip,female,not_aggressive,voice,83.9210205078,A#,0.922618806362,happy
Ran$om,Lil Tecca,23,26.0,23,7,6a4be581-37be-45d9-9b14-522b7f0dd183,danceable,pop,female,not_aggressive,voice,89.8520202637,A#,0.839504361153,not_happy
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,25,41.0,25,8,8380f596-7433-4aae-86e1-d3a108c85b74,danceable,roc,female,aggressive,voice,172.265365601,A,0.975528240204,not_happy
